width,asset,seed,state,n,params_L,params_N,MSE_L,MSE_N,MSPE_L,MSPE_N,P95_L,P95_N,dMSE,ci_lo,ci_hi,sig,winN
23,ETHUSD,2021,kmeans_0,180,9240,9431,0.17211921513080597,0.21649596095085144,0.019879792908108766,0.024799734878815517,0.433313250541687,0.5493530035018921,0.04437674582004547,0.0341695137321949,0.05544360727071762,sig,0.31666666666666665
23,ETHUSD,2021,kmeans_1,392,9240,9431,0.14889508485794067,0.15414497256278992,0.024197296838330027,0.024105171442488284,0.4608232378959656,0.5715949535369873,0.005249901674687862,0.0005521466955542564,0.010204378515481949,sig,0.5102040816326531
64,ETHUSD,2021,acf1_hi,390,9240,26200,0.16935068368911743,0.14778760075569153,0.020028417714699265,0.01691215672149404,0.5731432437896729,0.5124505758285522,-0.021563086658716202,-0.0260480847209692,-0.017185818403959274,sig,0.7461538461538462
64,ETHUSD,2021,acf1_lo,182,9240,26200,0.12803055346012115,0.11216375231742859,0.02886055041402326,0.025302442403399086,0.37490302324295044,0.3407619595527649,-0.015866803005337715,-0.02051030471920967,-0.01118353009223938,sig,0.6593406593406593
64,ETHUSD,2021,sign_persistence_hi,124,9240,26200,0.13841333985328674,0.11695826798677444,0.011874149710161134,0.010188153911346838,0.41450896859169006,0.3563147783279419,-0.021455062553286552,-0.027565009891986847,-0.015365425497293472,sig,0.7419354838709677
64,ETHUSD,2021,sign_persistence_lo,448,9240,26200,0.16112740337848663,0.14184853434562683,0.025873456517912872,0.022181818200433707,0.4495960772037506,0.5084046721458435,-0.01927887089550495,-0.02322007715702057,-0.015490692108869553,sig,0.7120535714285714
64,ETHUSD,2021,jump_ratio_hi,285,9240,26200,0.16247819364070892,0.1427704095840454,0.02608522658956677,0.022846757284915056,0.5160109996795654,0.5306310057640076,-0.019707785919308662,-0.024886691942811012,-0.014865785837173462,sig,0.6947368421052632
64,ETHUSD,2021,jump_ratio_lo,287,9240,26200,0.14997225999832153,0.13017907738685608,0.019614681205778462,0.01633958122857323,0.3800998032093048,0.4099946916103363,-0.019793178886175156,-0.024539055302739143,-0.015275227837264538,sig,0.7421602787456446
64,ETHUSD,2021,rv_rel_hi,364,9240,26200,0.14414040744304657,0.12067010998725891,0.025740792369637253,0.021585101491512985,0.43501707911491394,0.44536325335502625,-0.02347029373049736,-0.02767636440694332,-0.019601857289671898,sig,0.7637362637362637
64,ETHUSD,2021,rv_rel_lo,188,9240,26200,0.17630885541439056,0.15910229086875916,0.01780184194883566,0.015708755517948685,0.5421739816665649,0.43230098485946655,-0.01720655895769596,-0.023688415065407753,-0.01089368388056755,sig,0.675531914893617
