asset,seed,state,n,MSE_L,MSE_N,dMSE,ci_lo,ci_hi,sig,win_rate_N,MSPE_L_price,MSPE_N_price,P95_sqerr_L,P95_sqerr_N,params_L,params_N
ETHUSD,2022,acf1_hi,390,0.17858773469924927,0.17923009395599365,0.000642354367300868,-0.004856215789914131,0.006012174766510725,ns,0.5897435897435898,0.02111486851246917,0.01969186984146098,0.6285117268562317,0.6902862787246704,9240,9431
ETHUSD,2022,acf1_lo,182,0.1396407037973404,0.1330595165491104,-0.006581180728971958,-0.01213240809738636,-0.0010915726888924837,sig,0.5769230769230769,0.031984468525234525,0.029940706431353884,0.3665429949760437,0.41033947467803955,9240,9431
ETHUSD,2022,sign_persistence_hi,124,0.1569787561893463,0.1914180964231491,0.0344393365085125,0.023589838296175003,0.045656830072402954,sig,0.3629032258064516,0.013539285577274811,0.015481101788291589,0.5135114789009094,0.6665216088294983,9240,9431
ETHUSD,2022,sign_persistence_lo,448,0.16874656081199646,0.15709982812404633,-0.01164672989398241,-0.015558267943561077,-0.007733532227575779,sig,0.6473214285714286,0.027627456651503537,0.025020940149392927,0.4340893030166626,0.4980821907520294,9240,9431
ETHUSD,2022,jump_ratio_hi,285,0.1663510501384735,0.1567530632019043,-0.009597979485988617,-0.01433650404214859,-0.004826955031603575,sig,0.5929824561403508,0.02754783424674299,0.025936015688202915,0.4762275218963623,0.5139915943145752,9240,9431
ETHUSD,2022,jump_ratio_lo,287,0.1660410314798355,0.17227157950401306,0.0062305498868227005,-0.0002687614760361612,0.012884964235126972,ns,0.578397212543554,0.02161964888896832,0.019990499433931563,0.4838212728500366,0.6154581904411316,9240,9431
ETHUSD,2022,rv_rel_hi,364,0.14960287511348724,0.13286945223808289,-0.016733389347791672,-0.02064218744635582,-0.01305352058261633,sig,0.6895604395604396,0.02748665230395736,0.02443584692430653,0.41916364431381226,0.4163002073764801,9240,9431
ETHUSD,2022,rv_rel_lo,188,0.19385597109794617,0.21822933852672577,0.024373341351747513,0.015737859532237053,0.03280485421419144,sig,0.4148936170212766,0.019490650714878502,0.02018794968966318,0.6808468103408813,0.78301602602005,9240,9431
ETHUSD,2022,structure_strong,278,0.170943483710289,0.1878909468650818,0.016947461292147636,0.010854301042854786,0.023079080507159233,sig,0.4748201438848921,0.024857779033471493,0.025107653149626968,0.48709836602211,0.6160972714424133,9240,9431
ETHUSD,2022,structure_weak,294,0.1617058962583542,0.14245881140232086,-0.019247107207775116,-0.023852212354540825,-0.01458617951720953,sig,0.6904761904761905,0.024304453810035997,0.020915340928843174,0.4692004919052124,0.5107315182685852,9240,9431
ETHUSD,2022,kmeans_0,180,0.18167807161808014,0.20637571811676025,0.024697642773389816,0.017159126698970795,0.03228194639086723,sig,0.3611111111111111,0.020743311177382928,0.022929060818406132,0.4645717442035675,0.5775060653686523,9240,9431
